,id,date,NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL
590,6,03.11.2015,0.22,5.6,5.0,11.3,0.0,0.029,34.3,0.15,48.3
591,6,22.03.2016,0.15,2.4,8.0,6.9,6.9,0.079,29.9,0.2,37.4
592,6,11.05.2016,0.36,7.6,8.0,12.1,0.47,0.01,30.2,0.2,32.8
593,6,14.09.2016,0.09,7.0,11.0,8.8,0.49,0.05,51.4,0.03,36.9
594,6,24.10.2016,0.08,1.6,10.0,9.1,2.85,0.08,58.0,0.08,35.1
595,6,21.03.2017,0.15,3.0,8.0,10.5,6.7,0.12,30.0,0.04,44.6
596,6,17.05.2017,0.09,4.7,8.0,6.7,2.5,0.11,35.5,0.35,33.2
597,6,07.09.2017,0.23,3.5,12.0,10.3,0.24,0.005,54.8,0.81,47.9
598,6,23.10.2017,0.08,6.42,9.0,7.2,2.1,0.047,41.7,0.42,49.6
599,6,13.03.2018,0.24,3.5,13.0,8.9,6.73,0.012,46.4,0.39,42.5
600,6,06.06.2018,0.062,6.2,9.0,4.2,0.0,0.018,38.8,1.42,41.2
601,6,17.09.2018,0.45,7.0,4.0,8.6,0.0,0.18,36.3,0.18,48.0
602,6,17.10.2018,0.36,4.1,19.0,5.6,1.2,0.06,22.0,0.24,45.9
603,7,02.02.2000,2.2,2.6,11.0,11.3,9.1,0.09,26.9,0.25,35.8
604,7,05.04.2000,0.27,3.3,15.0,10.6,4.9,0.15,27.8,0.06,30.4
605,7,05.07.2000,0.07,2.4,5.0,7.7,1.3,0.12,25.3,0.61,27.6
606,7,03.10.2000,0.34,3.2,12.0,9.7,2.9,0.11,24.3,0.34,21.0
607,7,12.03.2001,0.34,6.0,16.0,12.4,5.3,0.1,27.9,0.03,33.0
608,7,11.04.2001,1.02,4.8,13.5,13.0,3.7,0.04,31.5,0.04,27.7
609,7,04.09.2001,0.0,1.7,14.0,7.7,4.0,0.15,19.1,0.64,26.3
610,7,16.10.2001,0.0,3.0,10.0,9.0,3.7,0.02,30.6,0.33,21.1
611,7,14.03.2002,0.27,5.1,18.0,9.6,6.8,0.14,35.8,0.09,26.3
612,7,10.04.2002,0.0,7.1,9.0,12.4,3.5,0.02,36.1,0.04,25.0
613,7,12.09.2002,0.13,4.1,12.0,7.6,1.3,0.08,15.7,0.8,36.0
614,7,02.10.2002,0.3,1.6,12.0,8.5,3.0,0.07,26.1,0.28,29.8
615,7,26.03.2003,1.1,3.1,27.0,15.5,5.4,0.13,227.0,0.44,18.0
616,7,14.05.2003,0.04,6.5,14.0,2.5,2.2,0.17,19.7,0.04,16.2
617,7,04.07.2003,0.3,5.4,13.0,7.7,0.8,0.03,9.0,0.33,22.9
618,7,01.10.2003,0.16,1.9,7.0,9.6,1.4,0.03,17.8,0.29,291.0
619,7,11.03.2004,0.4,2.4,9.0,10.6,8.8,0.06,51.7,0.15,33.9
620,7,12.05.2004,0.3,2.7,10.0,7.5,2.7,0.12,46.1,0.14,32.1
621,7,12.07.2004,0.36,3.5,14.0,6.2,1.32,0.17,18.8,0.96,28.5
622,7,13.10.2004,0.14,5.1,8.0,12.1,3.34,0.05,22.4,0.63,30.0
623,7,06.04.2005,0.14,7.7,14.0,9.9,6.6,0.06,37.2,0.11,28.8
624,7,13.05.2005,2.7,7.7,7.0,8.7,2.6,0.12,37.7,0.16,24.3
625,7,28.09.2005,0.48,4.7,7.5,7.7,1.6,0.13,21.4,0.18,26.9
626,7,25.10.2005,0.36,4.7,8.0,9.6,1.7,0.11,26.0,0.22,25.2
627,7,21.03.2006,0.31,2.3,11.0,12.6,1.02,0.19,38.1,0.31,28.9
628,7,12.04.2006,0.38,5.4,12.0,10.6,5.2,0.16,32.7,0.33,32.4
629,7,21.09.2006,0.25,4.8,12.0,6.6,2.9,0.001,20.6,0.29,22.8
630,7,24.10.2006,0.39,3.7,8.0,8.7,3.5,0.03,25.9,0.16,29.8
631,7,14.03.2007,0.17,6.2,11.0,15.3,3.7,0.08,28.4,0.09,29.2
632,7,18.04.2007,0.31,3.4,5.0,6.4,4.7,0.15,32.3,0.13,24.5
633,7,15.08.2007,0.65,4.8,7.0,4.5,2.3,0.024,22.6,0.2,26.8
634,7,10.10.2007,0.11,1.0,6.0,8.3,2.4,0.03,21.1,0.78,29.6
635,7,13.03.2008,0.5,5.52,12.0,10.72,2.6,0.016,30.6,0.05,33.4
636,7,05.06.2008,0.33,4.88,4.0,3.5,2.19,0.11,24.7,0.52,26.3
637,7,04.09.2008,0.18,11.0,5.2,5.3,1.85,0.17,34.9,1.85,25.6
638,7,07.10.2008,0.19,4.6,6.0,6.9,3.35,0.02,31.0,0.63,26.5
639,7,12.03.2010,0.166,4.03,5.0,8.4,9.63,0.038,49.5,0.055,36.5
640,7,13.04.2010,0.21,3.78,9.0,8.3,5.84,0.026,32.5,0.0,28.7
641,7,08.07.2010,0.31,1.8,5.0,6.7,2.42,0.027,25.7,0.57,23.4
642,7,13.10.2010,0.41,3.3,5.0,8.6,3.45,0.034,33.0,0.45,28.1
643,7,14.04.2011,0.023,5.7,6.0,10.4,5.2,0.068,69.2,0.06,29.1
644,7,03.08.2011,0.16,3.8,13.0,6.1,1.6,0.11,26.5,0.35,26.39
645,7,18.10.2011,0.34,5.1,5.0,6.6,2.1,0.045,18.8,0.26,28.2
646,7,02.03.2012,0.54,1.9,3.0,6.1,5.7,0.089,36.7,0.33,37.9
647,7,07.06.2012,0.67,2.2,3.0,7.9,4.0,0.055,21.3,0.21,34.0
648,7,05.09.2012,0.45,4.33,7.0,5.6,0.76,0.033,30.13,0.11,24.7
649,7,22.10.2012,0.27,2.47,7.0,7.4,2.1,0.25,31.1,0.06,24.3
650,7,19.03.2013,0.008,6.2,5.0,11.5,7.1,0.08,22.6,0.33,36.5
651,7,11.06.2013,0.06,2.4,8.0,6.2,2.2,0.1,40.9,0.29,19.08
652,7,06.08.2013,0.055,1.02,5.0,12.2,0.2,0.03,39.55,0.53,25.7
653,7,06.11.2013,0.17,3.7,5.0,7.59,2.0,0.032,43.91,0.16,28.7
654,7,06.03.2014,0.08,6.3,11.0,8.6,5.8,0.17,22.4,0.2,29.3
655,7,05.06.2014,0.1,5.3,8.0,9.04,2.3,0.11,41.35,0.29,24.8
656,7,05.09.2014,0.13,4.9,6.0,7.8,13.8,0.07,23.2,0.34,29.5
657,7,26.11.2014,0.34,4.1,9.0,8.7,0.81,0.02,39.74,0.19,33.29
658,7,24.03.2015,0.16,6.3,10.0,17.1,4.8,0.11,24.5,0.08,47.4
659,7,10.06.2015,0.11,7.2,7.0,6.4,2.28,0.11,37.71,0.22,24.57
660,7,21.09.2015,0.41,8.0,9.0,7.2,2.0,0.11,40.0,0.37,33.9
661,7,03.11.2015,0.35,1.9,6.0,6.4,1.8,0.04,44.6,0.96,50.9
662,7,23.03.2016,0.075,4.2,15.0,6.3,2.9,0.067,28.9,0.08,26.1
663,7,11.05.2016,0.18,6.2,4.0,10.0,0.6,0.0,32.0,0.07,30.0
664,7,14.09.2016,0.58,7.2,14.0,6.9,0.75,0.08,36.1,0.32,43.9
665,7,24.10.2016,0.1,1.1,11.0,6.9,1.82,0.05,32.7,0.25,41.2
666,7,21.03.2017,0.18,3.2,14.0,7.2,2.9,0.26,28.5,0.36,49.8
667,7,17.05.2017,0.11,10.4,18.0,7.5,2.68,0.07,40.2,0.41,36.7
668,7,07.09.2017,0.17,4.0,13.0,7.7,0.99,0.008,42.3,0.82,49.6
669,7,23.10.2017,0.21,7.66,7.0,5.3,1.78,0.047,39.0,0.27,58.5
670,7,13.03.2018,0.44,4.81,12.0,9.9,5.9,0.016,47.5,0.53,44.3
671,7,06.06.2018,0.049,5.6,13.0,5.2,0.0,0.005,47.9,0.3,41.2
672,7,17.09.2018,0.35,5.3,5.0,8.9,1.9,0.19,53.9,0.2,39.1
673,7,17.10.2018,0.25,3.4,12.0,5.6,0.74,0.06,25.1,1.55,44.2
674,8,02.02.2000,2.2,2.9,13.0,10.3,8.1,0.09,30.2,0.28,36.7
675,8,05.04.2000,0.1,3.0,9.0,9.7,5.6,0.1,44.1,0.2,29.4
676,8,05.07.2000,0.0,2.1,6.0,8.4,2.8,0.12,29.4,0.56,27.6
677,8,03.10.2000,0.48,1.9,13.0,11.9,3.9,0.15,22.9,0.45,27.5
678,8,12.03.2001,0.46,6.9,14.0,13.0,5.8,0.16,23.5,0.01,32.1
679,8,11.04.2001,1.36,4.7,13.0,12.7,3.6,0.06,30.7,0.03,27.2
680,8,04.09.2001,0.0,1.7,15.0,6.5,2.8,0.12,25.6,0.68,24.6
681,8,16.10.2001,0.0,3.1,14.0,10.8,3.3,0.02,30.2,0.48,22.8
682,8,14.03.2002,0.16,4.7,17.0,9.3,2.9,0.06,30.3,0.04,38.6
683,8,10.04.2002,0.0,6.4,8.0,10.5,2.7,0.02,32.8,0.04,25.9
684,8,12.09.2002,0.05,3.5,11.0,7.6,1.0,0.07,17.6,0.81,38.6
685,8,02.10.2002,0.41,3.3,10.0,7.9,2.7,0.06,25.0,0.36,31.6
686,8,26.03.2003,1.6,3.1,25.0,15.8,6.5,0.18,25.9,0.45,11.0
687,8,14.05.2003,0.25,4.9,13.0,1.9,2.2,0.19,23.0,0.05,9.2
688,8,02.09.2003,0.22,6.4,14.0,6.5,1.4,0.1,24.2,0.34,32.6
689,8,01.10.2003,0.15,3.5,12.0,8.6,2.2,0.03,16.8,0.29,32.6
690,8,11.03.2004,0.27,2.3,11.0,16.1,8.8,0.03,73.1,0.11,34.8
691,8,12.05.2004,0.28,2.7,9.0,7.8,3.2,0.14,33.4,0.14,31.2
692,8,12.07.2004,0.36,4.1,14.0,7.2,1.03,0.025,27.1,0.5,29.5
693,8,13.10.2004,0.34,5.9,9.0,13.4,3.0,0.08,28.9,0.65,30.9
694,8,22.03.2005,0.34,7.8,11.0,13.7,4.0,0.09,35.6,0.14,27.0
695,8,06.04.2005,0.18,6.3,12.0,9.3,1.8,0.06,37.9,0.09,27.9
696,8,28.09.2005,0.51,5.9,9.0,7.7,1.2,0.08,26.9,0.14,24.3
697,8,25.10.2005,0.48,3.7,9.0,8.9,1.8,0.08,24.5,0.19,26.1
698,8,21.03.2006,0.13,2.5,11.0,12.6,9.8,0.16,36.9,0.23,28.9
699,8,12.04.2006,0.32,5.0,10.0,10.6,5.2,0.14,35.2,0.23,31.5
700,8,21.09.2006,0.3,4.6,11.0,7.3,3.1,0.02,34.5,0.25,21.9
701,8,24.10.2006,0.45,5.2,7.0,9.0,3.0,0.07,25.2,0.18,31.5
702,8,14.03.2007,0.16,6.8,10.0,12.1,3.5,0.06,28.9,0.12,20.0
703,8,18.04.2007,0.3,2.4,8.0,6.7,4.2,0.14,30.7,0.15,36.8
704,8,15.08.2007,0.69,4.8,9.0,4.5,4.0,0.022,23.1,0.41,28.2
705,8,10.10.2007,0.13,5.2,5.0,8.6,2.2,0.02,23.4,1.85,33.1
706,8,13.03.2008,0.25,3.6,12.0,8.83,5.0,0.043,39.5,0.05,31.6
707,8,05.06.2008,0.27,3.49,5.0,7.8,1.58,0.039,38.8,0.45,27.2
708,8,04.09.2008,0.14,10.0,5.0,4.4,2.04,0.008,38.1,0.87,26.5
709,8,07.10.2008,0.15,6.8,5.0,6.3,2.59,0.014,26.6,0.62,28.2
710,8,12.03.2010,0.225,4.0,5.0,8.7,9.57,0.034,46.6,0.055,33.0
711,8,13.04.2010,0.16,5.2,5.0,5.2,5.4,0.04,37.4,0.0,28.7
712,8,08.07.2010,0.34,1.22,6.0,7.3,0.67,0.099,27.2,0.59,23.4
713,8,13.10.2010,0.29,3.53,6.0,8.6,2.88,0.018,45.8,0.44,29.8
714,8,14.04.2011,0.038,5.7,6.0,9.1,4.0,0.067,73.9,0.06,29.1
715,8,03.08.2011,0.18,3.2,8.0,5.9,0.34,0.053,16.2,0.36,28.2
716,8,18.10.2011,0.37,4.44,5.0,6.0,1.75,0.039,19.1,0.31,31.7
717,8,02.03.2012,0.66,1.9,2.0,5.5,4.3,0.11,41.8,0.31,38.7
718,8,07.06.2012,0.16,3.2,7.0,7.4,2.0,0.07,17.8,0.09,36.6
719,8,05.09.2012,0.4,3.75,6.0,7.1,0.73,0.25,24.2,0.06,22.9
720,8,22.10.2012,0.22,1.37,7.0,6.8,2.47,0.14,26.5,0.16,24.3
721,8,19.03.2013,0.08,9.4,6.0,14.9,7.4,0.08,20.7,0.45,35.7
722,8,11.06.2013,0.068,7.8,7.0,7.13,2.2,0.19,41.5,0.25,19.1
723,8,06.08.2013,0.072,1.58,7.0,12.86,0.2,0.052,36.17,0.66,20.7
724,8,06.11.2013,0.14,2.3,4.0,7.75,1.65,0.11,26.67,0.12,30.4
725,8,06.03.2014,0.09,5.0,10.0,7.3,3.9,0.12,19.7,0.24,27.2
726,8,11.06.2014,0.11,14.9,11.0,8.41,2.3,0.19,41.49,0.22,24.8
727,8,28.08.2014,0.16,6.6,4.0,7.78,16.6,0.12,30.6,0.61,27.8
728,8,26.11.2014,0.26,3.5,5.0,7.6,0.93,0.13,40.68,0.23,29.02
729,8,24.03.2015,0.14,5.0,9.0,13.7,5.0,0.08,24.1,0.12,40.4
730,8,10.06.2015,0.11,7.6,11.0,5.4,2.3,0.19,45.26,0.3,25.45
731,8,21.09.2015,0.07,7.8,7.0,7.7,1.4,0.18,35.6,0.41,26.8
732,8,03.11.2015,0.35,5.2,9.0,10.2,0.6,0.03,38.8,0.6,52.7
733,8,23.03.2016,0.05,5.4,13.0,10.5,5.4,0.01,28.2,0.15,31.3
734,8,11.05.2016,0.15,5.0,6.0,9.1,1.05,0.03,28.4,0.14,32.8
735,8,14.09.2016,0.2,7.0,8.0,3.1,0.39,0.02,30.4,1.2,49.1
736,8,24.10.2016,0.05,1.8,12.0,11.9,0.91,0.05,30.3,0.23,46.5
737,8,21.03.2017,0.16,3.6,13.0,12.5,5.4,0.16,31.3,0.23,48.1
738,8,17.05.2017,0.08,8.2,9.0,7.4,2.74,0.07,23.9,0.18,33.2
739,8,07.09.2017,0.4,4.1,13.0,10.9,1.02,0.058,46.7,0.96,42.5
740,8,23.10.2017,0.06,2.5,14.0,6.0,2.39,0.048,37.4,0.17,50.5
741,8,13.03.2018,0.12,5.8,11.0,10.8,4.4,0.032,34.9,0.33,47.9
742,8,06.06.2018,0.12,8.6,12.0,6.5,0.0,0.05,47.8,0.15,39.5
743,8,17.10.2018,0.19,3.4,15.0,5.2,1.3,0.06,20.7,0.99,47.6
744,9,02.02.2000,2.2,4.5,12.0,10.3,7.0,0.12,32.7,0.32,37.6
745,9,05.04.2000,0.14,3.4,10.0,10.0,7.7,0.21,42.5,0.02,29.5
746,9,05.07.2000,0.07,2.0,4.0,8.1,0.5,0.18,28.6,0.58,26.8
747,9,03.10.2000,0.51,2.2,9.0,11.0,4.2,0.1,18.8,0.26,23.5
748,9,12.03.2001,0.36,5.9,10.0,10.8,6.5,0.15,21.6,0.0,32.1
749,9,11.04.2001,1.1,3.7,16.0,15.6,3.5,0.06,30.4,0.02,27.7
750,9,04.09.2001,0.0,2.4,10.0,7.4,2.2,0.14,26.5,0.24,24.6
751,9,16.10.2001,0.0,2.8,16.0,11.8,3.1,0.07,27.5,0.21,27.7
752,9,14.03.2002,0.1,7.3,16.0,11.2,3.2,0.03,19.5,0.05,33.3
753,9,10.04.2002,0.0,5.3,10.0,8.9,3.4,0.02,35.2,0.03,24.2
754,9,12.09.2002,0.08,5.5,19.0,6.3,7.6,0.06,16.8,0.59,33.3
755,9,02.10.2002,0.34,4.0,5.0,8.2,3.6,0.06,24.0,0.32,31.6
756,9,26.03.2003,1.5,3.1,24.0,13.0,5.1,0.22,23.4,0.32,12.8
757,9,14.05.2003,0.06,4.8,14.0,2.8,4.0,0.03,23.4,0.04,12.7
758,9,02.09.2003,0.1,2.5,15.0,11.4,0.58,0.05,27.9,0.29,25.5
759,9,01.10.2003,0.28,1.1,9.0,11.7,1.3,0.05,15.4,0.25,28.2
760,9,11.03.2004,0.27,2.3,10.0,9.9,9.0,0.04,81.2,0.1,31.2
761,9,12.05.2004,0.32,2.1,10.0,8.7,2.5,0.06,46.6,0.07,32.1
762,9,12.07.2004,0.21,5.3,13.0,8.7,0.69,0.024,30.6,0.36,25.9
763,9,13.10.2004,0.29,7.7,10.0,12.8,3.2,0.06,31.6,0.68,31.8
764,9,22.03.2005,0.67,7.8,10.0,14.5,4.9,0.09,35.3,0.15,33.0
765,9,06.04.2005,0.41,8.3,13.0,10.9,8.2,0.04,34.5,0.08,33.2
766,9,28.09.2005,0.48,1.9,7.0,8.1,0.8,0.13,24.7,0.16,30.4
767,9,25.10.2005,0.57,5.3,8.0,10.5,2.0,0.11,36.4,0.21,25.2
768,9,21.03.2006,0.46,1.9,8.0,12.3,9.3,0.3,39.8,0.25,32.4
769,9,12.04.2006,0.64,7.1,11.0,10.9,8.1,0.29,33.2,0.26,27.1
770,9,21.09.2006,0.35,4.6,7.0,5.6,2.1,0.08,35.4,0.22,24.5
771,9,24.10.2006,0.58,3.0,8.0,6.2,2.2,0.11,27.6,0.18,29.8
772,9,14.03.2007,0.15,5.8,6.0,11.8,5.4,0.09,22.8,0.1,23.5
773,9,18.04.2007,0.23,1.4,7.0,7.0,3.8,0.17,25.6,0.14,26.3
774,9,15.08.2007,0.81,7.4,10.0,3.8,1.6,0.035,25.9,0.47,30.5
775,9,10.10.2007,0.18,4.6,7.0,8.6,2.1,0.03,29.3,0.25,28.7
776,9,13.03.2008,0.35,5.96,11.0,8.2,2.9,0.057,32.7,0.06,29.9
777,9,05.06.2008,0.99,2.05,5.0,1.2,0.73,0.27,19.5,0.65,25.4
778,9,04.09.2008,0.21,2.16,7.2,3.8,0.64,0.173,33.4,0.98,25.8
779,9,07.10.2008,0.17,6.9,8.0,6.9,1.99,0.161,27.0,0.66,23.8
780,9,11.06.2009,0.34,2.2,5.0,7.7,0.5,0.098,33.5,0.44,23.4
781,9,08.07.2009,0.17,3.6,5.0,5.4,0.33,0.106,28.0,0.348,24.3
782,9,07.10.2009,0.28,1.4,5.0,4.5,1.74,0.001,30.8,0.439,24.1
783,9,12.03.2010,0.491,2.8,8.0,7.1,9.62,0.086,42.0,0.05,27.8
784,9,13.04.2010,0.14,7.14,4.0,11.4,7.8,0.055,26.2,0.12,27.8
785,9,08.07.2010,0.36,3.8,7.0,6.14,0.57,0.043,25.8,0.4,23.4
786,9,13.10.2010,0.4,3.5,11.0,7.68,2.98,0.022,42.7,0.34,23.7
787,9,15.03.2011,0.28,2.6,9.0,15.99,7.7,0.07,55.7,0.15,29.8
788,9,03.08.2011,0.18,4.16,9.0,5.6,0.16,0.037,17.9,0.065,28.2
789,9,18.10.2011,0.46,5.7,6.0,6.3,1.13,0.041,23.4,0.26,33.4
790,9,13.03.2012,0.98,22.0,6.0,3.5,3.1,0.17,22.5,0.4,39.6
791,9,05.04.2012,0.11,11.7,5.0,12.2,6.3,0.066,38.7,0.2,31.7
792,9,07.06.2012,0.33,2.8,5.0,7.6,1.8,0.1,25.0,0.12,32.2
793,9,05.09.2012,0.29,4.96,6.0,6.5,2.81,0.016,33.7,0.44,29.9
794,9,22.10.2012,0.6,0.44,5.0,5.4,1.87,0.36,34.4,0.23,31.3
795,9,19.03.2013,0.11,11.3,6.0,11.5,8.1,0.09,21.4,0.49,33.2
796,9,11.06.2013,0.053,5.5,9.0,4.03,2.0,0.13,43.05,0.21,16.59
797,9,06.08.2013,0.082,1.3,8.0,8.8,0.2,0.02,34.15,0.43,21.6
798,9,06.11.2013,0.28,6.3,3.0,4.5,0.9,0.13,40.54,0.26,32.1
799,9,17.03.2014,0.13,11.0,4.0,7.2,3.9,0.13,22.12,0.19,26.4
800,9,14.04.2014,0.036,5.75,6.0,10.7,5.1,0.076,63.7,0.18,27.3
801,9,05.06.2014,0.15,11.3,9.0,6.39,2.0,0.14,43.51,0.18,23.4
802,9,28.08.2014,0.07,11.3,3.0,8.7,17.2,0.023,24.0,0.31,29.5
803,9,26.11.2014,0.12,4.4,8.0,9.0,1.1,0.02,42.3,0.18,29.9
804,9,24.03.2015,0.26,11.0,7.0,12.8,6.1,0.11,33.1,0.06,42.1
805,9,10.06.2015,0.13,9.0,14.0,5.3,1.3,0.05,41.35,0.21,24.57
806,9,21.09.2015,0.17,8.6,11.0,7.4,1.8,0.22,34.1,0.56,28.6
807,9,03.11.2015,0.3,3.6,7.0,6.4,2.2,0.11,31.5,0.68,43.9
808,9,23.03.2016,0.09,4.6,6.0,7.5,1.1,0.093,29.2,0.23,34.7
809,9,11.05.2016,0.11,5.8,11.0,8.1,1.36,0.08,26.9,0.23,26.7
810,9,14.09.2016,0.08,7.4,7.0,8.1,0.49,0.02,47.9,0.45,36.9
811,9,24.10.2016,0.04,2.9,11.0,9.4,1.01,0.07,36.5,0.3,37.7
812,9,21.03.2017,0.18,3.1,9.0,11.3,1.1,0.17,26.2,0.35,40.2
813,9,17.05.2017,0.13,6.8,10.0,5.9,2.53,0.18,39.0,0.27,37.6
814,9,07.09.2017,0.12,2.9,11.0,6.3,1.14,0.035,45.9,0.63,44.3
815,9,23.10.2017,0.04,6.4,8.0,5.3,1.87,0.09,36.3,0.38,45.2
816,9,13.03.2018,0.31,5.3,16.0,9.8,5.4,0.018,34.2,0.28,44.3
817,9,06.06.2018,0.034,6.2,13.0,7.7,0.0,0.1,41.6,0.2,41.2
818,9,17.09.2018,0.25,7.0,8.0,11.7,0.0,0.12,59.3,0.25,45.9
819,9,17.10.2018,0.27,4.0,14.0,9.6,1.0,0.05,24.5,0.79,37.4
820,10,11.01.2000,2.5,2.6,7.0,8.7,7.7,0.15,40.9,0.04,34.0
821,10,02.02.2000,2.2,2.5,10.0,9.3,7.4,0.1,26.9,0.32,35.8
822,10,02.03.2000,0.65,5.4,10.0,10.3,9.5,0.13,40.9,0.04,32.2
823,10,05.04.2000,0.17,3.7,21.0,9.7,3.5,0.06,40.9,0.03,28.5
824,10,17.05.2000,0.38,4.3,12.0,9.0,0.9,0.13,22.9,0.22,25.9
825,10,06.06.2000,0.27,5.2,11.0,8.7,1.0,0.05,19.6,0.36,19.6
826,10,05.07.2000,0.34,5.3,6.0,8.1,1.7,0.06,29.4,0.52,27.6
827,10,02.08.2000,0.17,3.5,75.0,5.8,2.0,0.64,16.7,0.29,27.3
828,10,12.09.2000,0.24,8.7,79.0,8.1,0.8,0.05,20.4,0.76,30.4
829,10,03.10.2000,0.44,2.8,12.0,12.3,4.2,0.04,16.3,0.3,22.3
830,10,15.11.2000,0.66,5.6,9.0,10.5,2.4,0.03,23.5,0.08,33.0
831,10,19.12.2000,2.22,3.7,6.0,11.8,7.3,0.17,31.0,0.29,35.4
832,10,11.01.2001,0.16,3.5,7.0,12.4,7.6,0.09,21.6,0.16,28.6
833,10,12.02.2001,0.53,4.4,15.0,14.0,4.8,0.05,34.2,0.06,27.7
834,10,12.03.2001,0.38,6.6,12.0,12.4,5.4,0.12,15.8,0.0,32.1
835,10,11.04.2001,0.98,3.1,11.0,15.9,3.2,0.07,28.7,0.02,26.3
836,10,16.05.2001,1.25,5.35,11.0,11.8,0.9,0.03,39.1,0.08,24.2
837,10,06.06.2001,1.31,3.2,21.0,6.4,0.72,0.07,28.6,0.13,25.9
838,10,04.07.2001,0.17,4.2,10.0,10.2,0.0,0.01,43.3,0.11,25.4
839,10,07.08.2001,0.14,4.0,10.0,6.2,1.45,0.04,25.2,0.38,22.8
840,10,04.09.2001,0.0,2.1,12.0,7.4,2.3,0.13,22.2,0.24,25.4
841,10,16.10.2001,0.0,3.1,12.0,11.5,3.0,0.08,28.7,0.2,23.7
842,10,14.11.2001,0.4,2.2,17.0,13.3,3.3,0.023,11.3,0.4,24.6
843,10,12.12.2001,0.07,6.1,7.0,11.5,2.2,0.05,22.9,0.13,28.3
844,10,16.01.2002,0.1,5.3,13.0,5.6,9.7,0.03,26.4,0.3,35.1
845,10,05.02.2002,0.89,2.9,5.0,9.9,8.9,0.24,39.5,0.5,28.1
846,10,14.03.2002,0.23,7.6,17.0,11.5,1.9,0.05,35.4,0.03,24.6
847,10,10.04.2002,0.18,6.1,9.0,9.3,2.9,0.09,25.9,0.03,25.9
848,10,15.05.2002,0.23,6.5,10.0,5.0,3.0,0.08,26.5,0.3,28.1
849,10,13.06.2002,0.73,5.6,6.0,9.3,1.3,0.3,17.9,0.29,28.9
850,10,18.07.2002,0.15,7.3,7.0,6.9,1.6,0.07,17.1,0.41,28.9
851,10,15.08.2002,0.13,8.5,9.0,6.9,2.0,0.1,17.1,0.61,28.1
852,10,12.09.2002,0.18,6.1,14.0,7.2,3.0,0.08,17.0,0.6,35.1
853,10,02.10.2002,0.28,5.2,8.0,8.8,3.2,0.05,26.2,0.29,29.8
854,10,14.11.2002,0.48,4.5,11.0,6.3,3.7,0.02,22.3,0.63,30.2
855,10,06.12.2002,0.58,3.2,5.0,11.6,1.4,0.1,23.3,0.59,38.6
856,10,19.02.2003,0.42,6.0,15.0,15.1,4.5,0.5,25.4,0.64,22.8
857,10,26.03.2003,1.5,3.1,22.0,14.5,4.5,0.12,25.5,0.32,16.3
858,10,17.04.2003,0.29,2.2,15.0,9.9,1.78,0.17,23.5,0.37,20.2
859,10,14.05.2003,0.12,4.6,11.0,2.2,0.8,0.1,26.9,0.04,17.9
860,10,11.06.2003,0.39,6.9,12.0,7.1,1.4,0.06,20.2,0.21,14.4
861,10,04.07.2003,0.11,4.8,10.0,10.8,2.2,0.06,16.5,0.32,17.9
862,10,06.08.2003,0.07,2.8,14.0,6.5,2.4,0.08,15.7,0.33,28.7
863,10,02.09.2003,0.18,4.2,14.0,6.5,0.29,0.09,27.4,0.31,27.3
864,10,01.10.2003,0.14,2.9,8.0,13.6,1.3,0.05,16.1,0.28,26.4
865,10,12.11.2003,0.23,1.9,6.0,5.6,2.0,0.14,33.0,0.36,30.0
866,10,10.12.2003,0.71,2.1,11.0,9.3,1.6,0.13,29.9,0.34,29.9
867,10,12.01.2004,0.13,1.0,6.0,8.3,4.6,0.16,34.5,0.24,30.8
868,10,11.02.2004,0.69,1.5,16.0,8.4,2.6,0.13,47.1,0.18,35.2
869,10,11.03.2004,0.26,2.0,12.0,13.3,8.8,0.13,75.4,0.15,33.0
870,10,14.04.2004,0.04,4.0,11.0,15.1,5.9,0.31,49.5,0.03,29.5
871,10,12.05.2004,0.58,1.5,9.0,8.1,3.2,0.23,50.8,0.58,30.3
872,10,10.06.2004,0.59,4.4,6.0,7.5,4.1,0.24,33.4,0.12,30.9
873,10,12.07.2004,0.18,1.7,10.0,7.5,0.65,0.028,26.2,0.37,29.5
874,10,31.08.2004,0.11,5.7,9.0,4.9,2.7,0.08,29.9,0.48,30.9
875,10,08.09.2004,0.4,4.1,12.0,7.8,1.6,0.05,20.7,0.24,31.8
876,10,13.10.2004,0.43,6.7,7.0,13.7,3.1,0.09,29.3,0.63,30.0
877,10,10.11.2004,0.16,4.1,11.0,6.6,5.7,0.02,47.7,0.35,28.3
878,10,08.12.2004,0.87,4.2,11.0,9.1,2.7,0.05,56.5,0.48,30.9
879,10,24.01.2005,0.72,5.0,8.0,16.8,3.1,0.13,34.2,0.29,33.6
880,10,23.02.2005,0.48,4.08,9.0,15.9,3.5,0.08,28.5,0.11,31.8
881,10,17.03.2005,0.85,4.1,8.0,9.3,4.7,0.11,30.6,0.14,29.7
882,10,06.04.2005,0.43,4.5,11.0,11.2,7.2,0.08,31.8,0.09,27.0
883,10,13.05.2005,2.67,8.3,7.0,8.4,2.2,0.29,35.0,0.05,23.5
884,10,10.06.2005,0.87,5.9,9.0,8.1,1.8,0.23,33.8,0.2,23.4
885,10,05.07.2005,0.68,6.5,8.0,11.5,3.1,0.09,29.5,0.14,21.7
886,10,26.08.2005,0.53,5.3,10.0,6.2,1.05,0.09,24.6,0.11,25.2
